Tweet,Keluhan,Respon,Other,
"RT @eka_harijanto: TL simp Malabar-Gatsu sering padam &amp; banyak lampunya yg mati, mhn diperhatikan @dishub_kotabdg cc @IWGinting @Diskominfo…",Ya,,,
RT @denurha_pdk: Budaya bersih dan buang sampah pd tempatnta adl ciri org beradab dan beriman @ridwankamil @PRFMnews https://t.co/QpClA1G226,,,Ya,
"Aslm...Punten pak@ridwankamil saya mau tanya,apa thn 2016 bsk dBdg ada tes cpns??Saya lgi galau antara pilih keinginan sendiri atau ortu. ????",,,Ya,
"@ridwankamil asa makin Cinta ka Bandung.Pembangunan disemua infrastrukturna pesat skl,serasa 10periode masa jabatan..haturnuhun kang Emil..",,,Ya,
RT @denurha_pdk: Budaya bersih dan buang sampah pd tempatnta adl ciri org beradab dan beriman @ridwankamil @PRFMnews https://t.co/QpClA1G226,,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 29/12 URC PJU, perbaikan lampu PJU jl Sanggar Kencana https://t.co/YsTda…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 29/12 URC PJU, perbaikan lampu PJU jl Terusan Saluyu https://t.co/AClTg3…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 29/12 URC PJU, perbaikan kabel lampu PJU jl Pahlawan https://t.co/j2RnVN…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 29/12 URC PJU, perbaikan lampu PJU jl Cikajang Raya https://t.co/8bplchE…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 29/12 URC PJU, perbaikan lampu PJU jl Kuningan Raya https://t.co/vBN34ds…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 29/12 URC PJU, perbaikan lampu PJU jl Pelajar Pejuang 45 https://t.co/c6…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 29/12 URC PJU, perbaikan lampu PJU jl Arcamanik Endah https://t.co/fLqYr…",,Ya,,
"RT @eka_harijanto: TL simp Malabar-Gatsu sering padam &amp; banyak lampunya yg mati, mhn diperhatikan @dishub_kotabdg cc @IWGinting @Diskominfo…",Ya,,,
"Pagi kang@ridwankamil ,sy 3hari liburan dibndng,JPO dpn alun2 bau pesing dan banyak sampah,pantes pd nyebrang di jalan..",Ya,,,
"Pak @ridwankamil mohon penjelasannya kenapa buat akte kelahiran di bandung lamaaaaa banget, sampe 2 bln blm selesai.",Ya,,,
@pdamtirtawening teu ngocor deui daerah mulyasari cipedes,Ya,,,
Kalo penertiban brandgang ada di siapa? @dbmpkotabdg @distarcipBDG @Satpolppbdg kah? Naros pa @ridwankamil colek @PRFMnews @infobandung,,,Ya,
RT @denurha_pdk: Budaya bersih dan buang sampah pd tempatnta adl ciri org beradab dan beriman @ridwankamil @PRFMnews https://t.co/QpClA1G226,,,Ya,
"@YOURM41L @ridwankamil @kompascom udah di rawat kok aku kemaren dari sana, biasa aja normal ga bau",,,Ya,
"RT @eka_harijanto: TL simp Malabar-Gatsu sering padam &amp; banyak lampunya yg mati, mhn diperhatikan @dishub_kotabdg cc @IWGinting @Diskominfo…",Ya,,,
RT @denurha_pdk: Budaya bersih dan buang sampah pd tempatnta adl ciri org beradab dan beriman @ridwankamil @PRFMnews https://t.co/QpClA1G226,,,Ya,
#SaurWargi @DhaniBhulle: Tah pak @ridwankamil manya motor jalan na di trotoar @dbmpkotabdg @infobandung @trotoarian https://t.co/5rHEYmE9Tg,Ya,,,
RT @se_bdg: #SaurWargi @DhaniBhulle: Tah pak @ridwankamil manya motor jalan na di trotoar @dbmpkotabdg @infobandung @trotoarian https://t.c…,Ya,,,
RT @denurha_pdk: Budaya bersih dan buang sampah pd tempatnta adl ciri org beradab dan beriman @ridwankamil @PRFMnews https://t.co/QpClA1G226,,,Ya,
RT @se_bdg: #SaurWargi @DhaniBhulle: Tah pak @ridwankamil manya motor jalan na di trotoar @dbmpkotabdg @infobandung @trotoarian https://t.c…,Ya,,,
@pdamtirtawening min kunaon setiap jum'at sampe  senin teu ngocor ayeuna teu ngocor deui aya ngocor  janari kumaha,Ya,,,
urang kebon cau (simpang arjuna) ieu pagawen ungal peuting sampah di luhur susukan..jauh jeung kahayang @ridwankamil https://t.co/xuoMTnDCak,Ya,,,
"@infobandung @dbmpkotabdg @ridwankamil perbaikan jl. Muararajeun br spotong ?! Sebgn kecil saja, kapan dilanjutkan ? https://t.co/ZL0KpcTzRZ",Ya,,,
RT @dbmpkotabdg: @cistik_sayur @distarcipBDG @ridwankamil @PRFMnews @infobandung di Seksi Tramtib Kecamatan setempat yg diback up oleh @Sat…,,,Ya,
"@ridwankamil saya masih kurang bahagia,masih galau pak.. :'(",,,Ya,
Bagus trotoar'y Kang,,,Ya,
"@ridwankamil Pak, ini baru di Jl. Riau saja ya? Krn di Taman Pramuka, yang trotoarnya bagus hanya bagian Jl. Riau, sekelilingnya msh buruk.",Ya,,,
@ObatGaptek @pdamtirtawening @ridwankamil ngangsu tuh kalo sumur kering ambil air di sumber air,,,Ya,
RT @relawan_bdg: Kang @ridwankamil mencetuskan Panca Trotoar jadi standar pedestrian di Bandung. https://t.co/F7xDZxF1jz,,,Ya,
@ridwankamil Kami mohon meninjau surat izinnya. Lokasinya jln. Nagrog no.40 Ujungberung,Ya,,,
"Pak @ridwankamil di jln.sukarnohatta (daerah mtc/mim) teu aya jembatan penyeberangan , mangkaning seueur barudak sakola nu arameng kadinya",Ya,,,
"pak @ridwankamil punten sy bayu dr BNI Syariah, kl mau mengajukan surat penawaran, bs menghubungi siapa y pak?siapa tau bisa dikerjasamakan",,,Ya,
"Pak @ridwankamil daerah mtc/mim teu aya jembatan penyeberangan ,mangkaning seueur barudak sakola nu arameng kadinya , sok ngarebut @infobdg",Ya,,,
Kang kmrn mlm teh kn saya lewat baksil. Taman nya meni indah pisan yah. Meni udah gakuat pgn roromantisan sama kabogoh batur @ridwankamil,,,Ya,
@ridwankamil @dbmpkotabdg @yossiirianto @OdedMD warga banyubiru berusaha kerja bakti tetep g bisa nanggulangi banjir a/n warga mohon solusi,Ya,,,
"@ridwankamil kalo umurnya udah 23 th tp jwbnya msih blm boleh sama mama"" msh blm termasuk kategori sadiskah??""",,,Ya,
@ridwankamil sae...merenah... Ngan ketatkeun pkl di trotoar sareung parkir..geuning seeur ku pendatang,,,Ya,
Pak @ridwankamil  minggu lalu ke jalan AA kotor sekali dan bau pesing.Kasian petugas kebersihannya https://t.co/9uVTbOkcCE,Ya,,,
@ridwankamil sisa2 geng motor teu puguh masih ada di daerah cibogo sarijadi..,Ya,,,
"pelayanan kantor @BPJSKesehatanRI jl.pelajar pejuang bdg sgt lama,peserta numpuk,komp.cs aja yg banyak,csnya cuma 3org @jokowi @ridwankamil",Ya,,,
"10.41 Netizen Photo PRFM, Wan Setiawan via WA Eh sdh ada Parkir mobil di trotoar depan BRI jln Riau cc @ridwankamil https://t.co/CWoVRiG2rE",Ya,,,
RT @se_bdg: #SaurWargi @DhaniBhulle: Tah pak @ridwankamil manya motor jalan na di trotoar @dbmpkotabdg @infobandung @trotoarian https://t.c…,Ya,,,
"RT @PRFMnews: 10.41 Netizen Photo PRFM, Wan Setiawan via WA Eh sdh ada Parkir mobil di trotoar depan BRI jln Riau cc @ridwankamil https://t…",Ya,,,
"@ridwankamil b'harap smga Bdg lbh aman lg, spt curanmor R2 yg msh 764, bila dibagi 365 hari, msh ada hilang 2 motor/hr. Jg pemerasan.",Ya,,,
"RT @PRFMnews: 10.41 Netizen Photo PRFM, Wan Setiawan via WA Eh sdh ada Parkir mobil di trotoar depan BRI jln Riau cc @ridwankamil https://t…",Ya,,,
"@pdamtirtawening maaf pak, daerah ciumbuleuit udah 4 hari ngak ada air. tlp ke pengaduan tidak ada yg angkat",Ya,,,
"RT @PRFMnews: 10.41 Netizen Photo PRFM, Wan Setiawan via WA Eh sdh ada Parkir mobil di trotoar depan BRI jln Riau cc @ridwankamil https://t…",Ya,,,
@pdamtirtawening no pelanggan 00500400051,,,Ya,
"RT @eka_harijanto: TL simp Malabar-Gatsu sering padam &amp; banyak lampunya yg mati, mhn diperhatikan @dishub_kotabdg cc @IWGinting @Diskominfo…",Ya,,,
RT @denurha_pdk: Budaya bersih dan buang sampah pd tempatnta adl ciri org beradab dan beriman @ridwankamil @PRFMnews https://t.co/QpClA1G226,,,Ya,
Pak beasiswa nya untuk yg sudah duduk di bangku kuliah apa yg seperti saya yang baru lulus smk tahun depan? Bales pak:( @ridwankamil,,,Ya,
Kang @ridwankamil cuma di bandung bisa parkir kayak gini yah ? Sepertinya dia yang punya jalan nya ?? https://t.co/mHZwoPSAXz,Ya,,,
11.37: RT @Rescue_Damkar: Kebakaran KR4 Jl. Tamam Cibeunying dpn RM Gudeg Banda.  https://t.co/BaVPCPajza,,,Ya,
11.37: RT @Rescue_Damkar: Kebakaran KR4 Jl. Tamam Cibeunying dpn RM Gudeg Banda.  https://t.co/BaVPCPajza,,,Ya,
"GL1 ass pa @dbmpkotabdg @ridwankamil sketsa utk trotoar poin GJ tea,utk trotoar yg srg dipenuhi PKL trutama gerobak https://t.co/t0Ui1mSa1f",,,Ya,
@ridwankamil pak iya gitu kalo yg jualan torompet di alun2 teh pada jaromblo?,,,Ya,
#WartaBDG via @Rescue_Damkar evakuasi Kebakaran KR4 Jl.Tmn Cibeunying dpn RM Gudeg Banda @Relawan_Damkar @InfoFire_ https://t.co/H1h1iTZQhA,,Ya,,
#BreakingNews 11.41 : Kebakaran KR4 Jl. Tamam Cibeunying dpn RM Gudeg Banda | @Rescue_Damkar https://t.co/9l13j2FYWs,,,Ya,
11.37: RT @Rescue_Damkar: Kebakaran KR4 Jl. Tamam Cibeunying dpn RM Gudeg Banda.  https://t.co/gTKiVnB8uM: ... https://t.co/REvMqxaC0h,,,Ya,
#WartaBdg |  @Rescue_Damkar: Kebakaran KR4 Jl. Tamam Cibeunying dpn RM Gudeg Banda https://t.co/pTztWHzSjB,,,Ya,
@ridwankamil symbol ngalangkung ka dew i sartika ....tinggal pajeujeul pas di tengah trotoar...,Ya,,,
RT @infobdg: #BreakingNews 11.41 : Kebakaran KR4 Jl. Tamam Cibeunying dpn RM Gudeg Banda | @Rescue_Damkar https://t.co/9l13j2FYWs,,,Ya,
"@ridwankamil tp dsini seminggu ada 5 rumah yg hilang motor pak,bahkan tamu parkir mobilnya hilang ,gmna tu pak?mksh",Ya,,,
"Usul Kang @ridwankamil , sekalian psg rambu dilarang berjualan &amp; parkir"" di trotoar",,,Ya,
"@ridwankamil mohon info, kapan Taman Gazibu yg baru bisa dinikmati warga bandung. Haturnuwun infonya",,,Ya,
"RT @gamalaulia: Usul Kang @ridwankamil , sekalian psg rambu dilarang berjualan &amp; parkir"" di trotoar",,,Ya,
RT @se_bdg: #WartaBDG via @Rescue_Damkar evakuasi Kebakaran KR4 Jl.Tmn Cibeunying dpn RM Gudeg Banda @Relawan_Damkar @InfoFire_ https://t.c…,,Ya,,
RT @infobandung: #WartaBdg |  @Rescue_Damkar: Kebakaran KR4 Jl. Tamam Cibeunying dpn RM Gudeg Banda https://t.co/pTztWHzSjB,,,Ya,
RT @infobandung: #WartaBdg |  @Rescue_Damkar: Kebakaran KR4 Jl. Tamam Cibeunying dpn RM Gudeg Banda https://t.co/pTztWHzSjB,,,Ya,
RT @infobdg: #BreakingNews 11.41 : Kebakaran KR4 Jl. Tamam Cibeunying dpn RM Gudeg Banda | @Rescue_Damkar https://t.co/9l13j2FYWs,,,Ya,
RT @se_bdg: #WartaBDG via @Rescue_Damkar evakuasi Kebakaran KR4 Jl.Tmn Cibeunying dpn RM Gudeg Banda @Relawan_Damkar @InfoFire_ https://t.c…,,Ya,,
@diasudiana @ridwankamil ya mudah2an prioritasnya gak hanya tempat yang banyak diinjak ya. karena semua tempat butuh trotoar.,,,Ya,
RT @se_bdg: #WartaBDG via @Rescue_Damkar evakuasi Kebakaran KR4 Jl.Tmn Cibeunying dpn RM Gudeg Banda @Relawan_Damkar @InfoFire_ https://t.c…,,Ya,,
RT @infobdg: #BreakingNews 11.41 : Kebakaran KR4 Jl. Tamam Cibeunying dpn RM Gudeg Banda | @Rescue_Damkar https://t.co/9l13j2FYWs,,,Ya,
pa @ridwankamil naha abdi megat angkot 08 di jln terusan jakarta kana 6 angkot teu aya nu eureun pa?? @dishub_kotabdg,Ya,,,
Punten Pak @ridwankamil aya keneh nu ngaroko di tempat umum at Mesjid Agung Bandung https://t.co/HRk5lF2zKy,Ya,,,
Punten @dbmpkotabdg lampunya nyala trs di perempatan buahbatu. Apa efek mendung ya? https://t.co/EDhAZBF3Vs,Ya,,,
RT @se_bdg: #WartaBDG via @Rescue_Damkar evakuasi Kebakaran KR4 Jl.Tmn Cibeunying dpn RM Gudeg Banda @Relawan_Damkar @InfoFire_ https://t.c…,,Ya,,
"Topeng monyet ada lagi di bbrpa prmpatan kota BANDUNG, #Savemonyet, cc: @ridwankamil @infobandung @Satpolppbdg https://t.co/4dwkbVm7r6",Ya,,,
"Min @hero_bandung RT,dulu udah ga ada topeng monyet, tapi skrg ada lagi, #savemonyet cc : @ridwankamil @Satpolppbdg https://t.co/msJzJtWM68",Ya,,,
"@ridwankamil punten kang,pami papan reklame teh aya batas waktu pasangnya? Eta di jl layang msh nempel https://t.co/WbdKOgyQzg",Ya,,,
RT @infobdg: #BreakingNews 11.41 : Kebakaran KR4 Jl. Tamam Cibeunying dpn RM Gudeg Banda | @Rescue_Damkar https://t.co/9l13j2FYWs,,,Ya,
Antrean kalimat bpjs sampai bulan agustus pak @ridwankamil gmn ada solusi biar gak ngantri jau banget. Bpjs yang cabang suci bandung,Ya,,,
Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83tMlVaNpq,,Ya,,
RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,,
Mantabs??RT @bdgstarlight: Penindakan parkir di atas Trotoar Jl.RE.Martadinata @ridwankamil @herlanisanusi @IWGinting https://t.co/zWDPj7m766,,Ya,,
RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,,
Pengecatan kerb jalan di Jl. Asia Afrika cc @ridwankamil @OdedMD @yossiirianto @dbmpkotabdg https://t.co/XzcM0tzfQL,,,Ya,
RT @keclengkong: Pengecatan kerb jalan di Jl. Asia Afrika cc @ridwankamil @OdedMD @yossiirianto @dbmpkotabdg https://t.co/XzcM0tzfQL,,,Ya,
"@ridwankamil assalamualaikum,,pak terima kasih banyak ,,karna telah memberi sarana transportasi busway ke daerah sarijadi,,sekali lagi NUHUN",,,Ya,
"@ridwankamil parkir sepedahnya atuh pak, biar gak susah nangkring di taman :(",,,Ya,
"Siang TL Supratman-Katamso padam, tdk ada petugas. TL Martadinata-Seram berkedip kuning, semrawut @dishub_kotabdg @IWGinting @PRFMnews",Ya,,,
RT @infobdg: LIVE on #Periscope: Harapan dari pak @ridwankamil atas diresmikannya trotoar baru di Jl Riau dan di jalan lainnya d… https://t…,,,Ya,
RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,,
"TL simp Malabar-Gatsu sering padam &amp; banyak lampunya yg mati, mhn diperhatikan @PemkotBdg @tmc_restabesbdg cc @ridwankamil @PRFMnews",Ya,,,
"RT @eka_harijanto: TL simp Malabar-Gatsu sering padam &amp; banyak lampunya yg mati, mhn diperhatikan @PemkotBdg @tmc_restabesbdg cc @ridwankam…",Ya,,,
"Lampu merah prtigaan jln brigjend katamso-supratman dpn PPI udh bbrp hr mati,mhn prhatiannya..nhn @infobandung @dishub_kotabdg @ridwankamil",Ya,,,
via @too_cats: sudah tiga jam lebih mati lampu di Taman Kopo III. Ada apa yah ? Cc: @dishub_kotabdg,Ya,,,
RT @infobdg: via @too_cats: sudah tiga jam lebih mati lampu di Taman Kopo III. Ada apa yah ? Cc: @dishub_kotabdg,Ya,,,
RT @infobdg: via @too_cats: sudah tiga jam lebih mati lampu di Taman Kopo III. Ada apa yah ? Cc: @dishub_kotabdg,Ya,,,
Mati lampu ke PLN keleus min RT @infobdg: via @too_cats: sudah tiga jam lebih mati lampu di Taman Kopo III. Ada apa yah? Cc: @dishub_kotabdg,Ya,,,
"GO2 krn dg trwujud cablecar bs mnjd ksuksesan kemenhub jg,sbg solusi transp macet d masa depan @kemenhub151 @ridwankamil",,,Ya,
"RT @erdhyvederosa: Min @hero_bandung RT,dulu udah ga ada topeng monyet, tapi skrg ada lagi, #savemonyet cc : @ridwankamil @Satpolppbdg http…",Ya,,,
"@pdamtirtawening sampai saat ini, air pdam tidak mengalir pak, kira kira kapan ada airnya?",Ya,,,
RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,,
RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,,
"Syiah model @Herrreza hanya suka sama walkot dari kaumnya saja, minoritas atau kafir sekalian | cc @ridwankamil  https://t.co/mxC6TQTo7I",,,Ya,
pak @ridwankamil tulungan lah tadi saya manggil tukang cuangki nya tapi naha nu datang na tukang siomayy ??,,,Ya,
RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,,
"@ridwankamil @Satpolppbdg Boston Parking emang pikasebeleun kang, di Istana Plaza juga jualan spot valet setengah maksa""""",Ya,,,
Kang @ridwankamil abdi pasea sareng tukang parkir caket alun alun Piraku abdi dipiwarang nyetandar duakeun mobil.,,,Ya,
RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,,
"Pak @ridwankamil kemarin saya liat banyak orang termasuk anak muda mabok lem di stopan rshs, takutnya nekat mengganggu pengguna kendaraan.",Ya,,,
"@ridwankamil pkl pengamen, pengemis di daerah otista makin parah aja tuh pak...",Ya,,,
"@dishub_kotabdg juga patuhilah rambu rambu yg sudah disediakan gitu, gimana ada angkot tuh ngetem sembarangan tiew",Ya,,,
RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,,
@ridwankamil mff kang  Untuk revitalilasasi kemacetan di daerah cibiru sampe cileunyi apkah sudah ada rencana spya tidak trlalu macet. Maksh,Ya,,,
"RT @eka_harijanto: TL simp Malabar-Gatsu sering padam &amp; banyak lampunya yg mati, mhn diperhatikan @dishub_kotabdg cc @IWGinting @Diskominfo…",Ya,,,
@ridwankamil   kl pengendara mtr yg melanggar aturan coba sita aja mtrnya seminggu/sebln. bl wktnya baru boleh ambil dgn membayar denda,,,Ya,
@ridwankamil kang yang terjadi kejahatan aparat dishub yang sengaja membiarkan kendaraan di gembok di cicendo dan yang aneh rata2 kendaraan,,,Ya,
RT @erlandrefi: Kang @ridwankamil abdi pasea sareng tukang parkir caket alun alun Piraku abdi dipiwarang nyetandar duakeun mobil.,,,Ya,
lapor pak @ridwankamil ini kesekian kali org jualan bubuk abate datang ke kosan. mengurangi kebahagian nih. https://t.co/VztOGioeky,Ya,,,
"@dishub_kotabdg @infobandung Terima kasih himbauannya, mohon bantuan penertiban Angkot dan Elf di Soeta(kopo hingga Moh Toha).",Ya,,,
#lapor @LAPOR1708 @ridwankamil yg parkir dan ngetem di sepanjang jl. Pasteur (hasil foto dari bangku penumpang) https://t.co/P1SuvJ0lRZ,Ya,,,
"Duh nya'ah pisan ka Kang @ridwankamil tos cape2 ngadamel trotoar di caringin-holis, mung direksak ku warga nu parkir mobilna sok naraek :(",Ya,,,
Debit air kali Cinambo (cisaranten) yg melintas @LurahRanum di kala hujan cc. @ridwankamil @dbmpkotabdg @bsukardi67 https://t.co/LSdmlEDwJ2,,,Ya,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg URC PJU, pemasangan lampu PJU jl Rambutan https://t.co/K9hc1Gq0r3",,,Ya,
RT @LurahRanum: Debit air kali Cinambo (cisaranten) yg melintas @LurahRanum di kala hujan cc. @ridwankamil @dbmpkotabdg @bsukardi67 https:/…,,,Ya,
RT @LurahRanum: Debit air kali Cinambo (cisaranten) yg melintas @LurahRanum di kala hujan cc. @ridwankamil @dbmpkotabdg @bsukardi67 https:/…,,,Ya,
RT @LurahRanum: Debit air kali Cinambo (cisaranten) yg melintas @LurahRanum di kala hujan cc. @ridwankamil @dbmpkotabdg @bsukardi67 https:/…,,,Ya,
"@ridwankamil lapor kang, tadi lewat telkom gasibu, itu trotoar baru dibikin pakai konblok. maav nda smpt fto. nuhun",Ya,,,
RT @keclengkong: Pengecatan kerb jalan di Jl. Asia Afrika cc @ridwankamil @OdedMD @yossiirianto @dbmpkotabdg https://t.co/XzcM0tzfQL,,,Ya,
Alus atuh pa parkir mahal meh loba nu naek kendaraan umum.. RT @ridwankamil: ini melanggar. sore ini kepala @Satpolppbdg ke lokasi,,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg URC PJU, perbaikan lampu PJU jl Buah Batu https://t.co/msN1B4iWsJ",,Ya,,
@infobdg @dbmpkotabdg @ridwankamil #deltatrafic #macet  atas bawah kanan kiri lampu merah pastur - paskal https://t.co/taC0eABAex,Ya,,,
RT @thesiauwsanz: @infobdg @dbmpkotabdg @ridwankamil #deltatrafic #macet  atas bawah kanan kiri lampu merah pastur - paskal https://t.co/ta…,Ya,,,
"@ridwankamil @Satpolppbdg saya oge di daerah abc ,pasarbaru ?15rbu dina karcis na 2rb sy taya ktya semua sama !pedah plat!B pdhal orng bdung",Ya,,,
RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,,
@dishub_kotabdg @tmc_restabesbdg punten pak yg knalpotnya gandeng menjelang tahun baru banyak lagi :(,Ya,,,
@pdkebersihanbdg @ridwankamil @BDGcleanaction yg ditindak wrg bdg aja ato dr luar kota jg? krn sy sering liat wrg luar buang sampah di jln,,,Ya,
"@ridwankamil kang, katanya alun-alun sekarang kurang baik kondisinya? Apa ada cara menanggulangi bau ini? https://t.co/C9AA2n9JmK",Ya,,,
"Kang,kok angkot ABUD wifi+chargernya banyak yang ga jalan RT @ridwankamil: Semua bisa diperdebatkan di dunia ini, kecuali selera.",Ya,,,
"Ini yang hambat #lalin di Veteran, parkir dua jajar. Ayo dong bereskan @dishub_kotabdg cc @ridwankamil @PRFMnews https://t.co/cu5a59lwcV",Ya,,,
@TheRings @EfiRespati1 @ridwankamil istilah bus mini itu utk avanza xenia and the gank kalo yg tertera di STNK. jd ya mahal 1 jam 25.000,,,Ya,
"Ini yang hambat #lalin di Veteran, parkir dua jajar. Ayo dong bereskan @dishub_kotabdg cc @tmc_restabesbdg @infobdg https://t.co/cu5a59lwcV",Ya,,,
RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,,
RT @bdgstarlight: Penindakan parkir di atas Trotoar https://t.co/0R9LOqB7NT.Martadinata @ridwankamil @OdedMD @yossiirianto https://t.co/83t…,,Ya,,
"via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg https://t.co/phQ6fulSPV",Ya,,,
"RT @infobdg: via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg https://t.co/phQ6fulSPV",Ya,,,
"RT @eka_harijanto: Ini yang hambat #lalin di Veteran, parkir dua jajar. Ayo dong bereskan @dishub_kotabdg cc @ridwankamil @PRFMnews https:/…",Ya,,,
"RT @infobdg: via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg https://t.co/phQ6fulSPV",Ya,,,
"Siang ini TL pertigaan Pelajar Pejuang-Talagabodas msh padam, apa bahagia krnnya? @IWGinting @PRFMnews @se_bdg @ridwankamil @relawan_bdg",Ya,,,
"via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg pic.twit... https://t.co/sDO3wcP7sE",Ya,,,
"RT @infobdg: via @eka_harijanto: Ini yang hambat di Veteran, parkir dua jajar. Ayo dong bereskan. Cc: @Satpolppbdg https://t.co/phQ6fulSPV",Ya,,,
